timestamps,TP9,AF7,AF8,TP10,Right AUX
1688994411.002,50.781,159.180,43.457,41.992,-14.648
1688994411.006,25.391,164.062,34.668,6.348,7.324
1688994411.010,1.465,166.504,32.227,-22.461,74.707
1688994411.014,0.488,163.574,30.762,-29.297,44.922
1688994411.018,12.695,163.086,25.391,-20.020,7.324
1688994411.022,9.766,168.945,26.367,-9.277,0.977
1688994411.026,-1.465,168.945,25.391,-13.672,18.555
1688994411.030,7.324,158.203,30.273,-23.438,58.105
1688994411.034,5.859,158.203,31.250,-24.902,81.543
1688994411.037,3.418,164.551,27.344,-22.461,3.418
1688994411.041,9.766,158.203,29.785,-23.438,-22.949
1688994411.045,6.348,151.855,33.203,-35.156,28.320
1688994411.049,3.906,150.391,39.062,-36.133,20.508
1688994411.053,6.348,153.809,35.156,-34.180,-3.906
1688994411.057,6.348,148.926,28.320,-30.273,-15.137
1688994411.061,7.812,139.648,32.227,-22.949,-5.371
1688994411.065,7.324,139.160,34.668,-30.273,-35.156
1688994411.069,6.348,132.812,36.621,-25.879,-3.906
1688994411.073,8.789,123.047,37.598,-20.508,33.691
1688994411.077,13.184,120.117,40.039,-20.508,23.926
1688994411.080,16.113,103.516,47.363,-6.348,10.742
1688994411.084,13.184,91.797,46.387,-6.348,33.203
1688994411.088,12.207,106.934,40.527,-10.254,54.688
1688994411.092,17.578,122.559,37.109,-5.371,11.719
1688994411.096,28.809,117.188,32.715,0.977,37.109
1688994411.100,20.508,93.750,29.785,9.766,47.852
1688994411.104,10.742,96.191,23.438,7.324,-11.230
1688994411.108,11.230,111.328,18.066,1.953,60.547
1688994411.112,17.090,109.375,18.066,8.301,58.105
1688994411.116,30.762,106.445,18.555,16.113,21.973
1688994411.119,26.855,94.727,17.578,21.973,34.180
1688994411.123,29.297,68.359,16.113,21.484,6.836
1688994411.127,33.203,54.688,17.090,15.625,42.480
1688994411.131,25.391,65.430,14.160,14.160,-42.480
1688994411.135,22.949,83.984,9.277,12.207,-77.637
1688994411.139,22.461,87.402,13.184,10.254,17.090
1688994411.143,20.996,76.660,11.719,11.719,62.012
1688994411.147,19.043,72.754,5.371,4.395,2.930
