timestamps,TP9,AF7,AF8,TP10,Right AUX
1678714319.390,3.906,22.949,56.152,2.441,24.902
1678714319.394,23.926,12.207,45.898,27.832,2.441
1678714319.398,70.312,-1.953,38.086,76.172,-42.480
1678714319.402,71.289,4.395,39.062,71.289,2.441
1678714319.406,31.738,20.996,56.152,27.832,55.176
1678714319.410,19.043,25.879,60.547,4.395,40.039
1678714319.414,41.992,21.484,52.246,30.762,29.785
1678714319.418,62.012,15.137,48.340,82.520,-14.648
1678714319.422,70.801,16.602,47.363,101.074,33.203
1678714319.425,60.059,24.902,57.617,58.105,58.594
1678714319.429,25.391,27.832,62.988,-3.418,24.414
1678714319.433,27.344,23.438,56.641,18.066,52.734
1678714319.437,61.035,17.090,45.410,54.688,63.477
1678714319.441,67.871,15.137,38.574,58.105,63.965
1678714319.445,39.062,21.973,45.898,54.688,75.684
1678714319.449,7.812,25.391,50.293,22.949,64.941
1678714319.453,17.578,21.484,46.875,13.672,67.871
1678714319.457,55.664,16.602,38.574,60.547,75.195
1678714319.461,74.707,14.160,34.668,90.332,45.410
1678714319.464,45.410,21.484,43.945,66.895,5.859
1678714319.468,3.906,21.973,48.828,10.254,9.766
1678714319.472,6.348,16.113,40.527,10.254,38.574
1678714319.476,50.293,15.625,30.273,62.012,66.406
1678714319.480,60.059,14.160,28.320,71.777,74.707
1678714319.484,35.645,18.066,33.691,38.574,58.105
1678714319.488,8.301,25.391,44.434,0.488,-4.883
1678714319.492,6.348,21.973,40.527,-0.977,-39.551
1678714319.496,37.109,15.137,31.738,48.828,46.387
1678714319.500,50.293,13.184,36.621,77.637,58.594
1678714319.504,32.715,16.113,43.457,31.738,1.953
1678714319.507,14.160,19.531,51.758,0.000,0.000
1678714319.511,8.789,18.555,48.340,-7.324,9.766
1678714319.515,27.832,13.672,35.645,15.625,-14.648
1678714319.519,50.781,10.742,33.691,61.523,25.879
1678714319.523,24.902,14.648,41.504,38.574,70.801
1678714319.527,-8.789,18.555,47.363,-15.137,16.602
1678714319.531,-3.906,19.043,44.922,-39.551,28.809
1678714319.535,13.184,15.625,42.480,7.812,22.949
1678714319.539,38.574,10.254,41.992,64.941,-15.137
1678714319.543,43.945,16.113,44.434,44.922,14.648
1678714319.547,6.348,22.461,56.152,-0.977,20.020
1678714319.550,-9.277,22.949,58.594,-30.273,64.453
1678714319.554,14.160,12.207,48.828,-5.859,52.734
1678714319.558,44.922,7.812,39.062,51.758,2.930
1678714319.562,44.434,13.672,40.527,58.594,59.570
1678714319.566,19.043,19.043,49.316,2.930,48.340
1678714319.570,-6.348,19.043,55.664,-34.668,40.039
